Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","St. Vincent and the Grenadines","VCT","","","","","79.431282043457","","91.3678207397461","96.0923614501953","92.0850982666016","94.4586563110352","91.8733673095703","96.659782409668","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sudan","SDN","","","","","","86.8442535400391","86.7898178100586","81.3414688110352","83.1076889038086","89.7534866333008","82.8294830322266","89.0898513793945","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Suriname","SUR","","","","","88.7649612426758","95.8456573486328","93.146858215332","91.0050964355469","96.8470764160156","95.5063934326172","73.1890029907227","87.7372589111328","93.1007690429688","91.2903366088867","78.016487121582",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sweden","SWE","","98.9508590698242","99.6336212158203","99.3010101318359","96.5446929931641","","99.7461929321289","99.6089019775391","","","","99.7208099365234","99.8022537231445","99.7829666137695","99.8449630737305","99.8336563110352"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Switzerland","CHE","","54.9875984191895","","","","","","","","99.5249633789062","99.6182174682617","99.7245101928711","99.4950332641602","99.7342529296875","99.6015319824219","99.6883163452148"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Syrian Arab Republic","SYR","","86.9645385742188","95.8253707885742","92.0764312744141","","","","","","","","","","","73.6842575073242","90.5527801513672"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Tajikistan","TJK","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Tanzania","TZA","63.8969497680664","89.4403228759766","78.4510116577148","81.3610534667969","","","80.7652893066406","","","63.877311706543","","94.8204803466797","88.5483093261719","84.4770736694336","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Thailand","THA","","84.2161331176758","","95.2132568359375","","","","","87.4027328491211","","93.6232528686523","98.7328491210938","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Timor-Leste","TLS","","","","","84.2046966552734","79.3106384277344","80.7667999267578","84.5103378295898","85.5425415039062","83.83203125","86.2657165527344","","93.2662582397461","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Togo","TGO","","67.3318328857422","68.388557434082","74.7403411865234","60.7505493164062","74.9156723022461","70.8647308349609","60.7948608398438","","","","","","","74.5233917236328","80.2209625244141"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Tonga","TON","","","","92.4755477905273","","","","","","","","","","91.3237762451172","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Trinidad and Tobago","TTO","","","82.0806198120117","94.843147277832","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Tunisia","TUN","","86.7549133300781","87.3391494750977","93.1024475097656","","","95.6957092285156","94.4507293701172","96.2802505493164","88.5015182495117","96.7660217285156","","","","98.5748825073242",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Turkiye","TUR","","","95.5843200683594","","95.0054092407227","90.0246505737305","","","0","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Turkmenistan","TKM","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Turks and Caicos Islands","TCA","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Tuvalu","TUV","","","","","","","","","93.8435668945312","61.2988586425781","","","","83.1062316894531","","78.0632629394531"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Uganda","UGA","","","","57.1395301818848","48.2453994750977","62.353401184082","61.4036293029785","","","","61.1223793029785","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Ukraine","UKR","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","United Arab Emirates","ARE","","","95.8882675170898","95.1208419799805","84.4456634521484","","91.9590072631836","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","United Kingdom","GBR","","","","","","","","","","97.6526336669922","99.7681274414062","99.837028503418","99.8146286010742","99.8276672363281","99.3899765014648","99.7908172607422"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","United States","USA","","","","","","","","","","","","89.7451019287109","86.2376480102539","93.4240036010742","88.3892974853516","84.4307403564453"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Uruguay","URY","87.6798629760742","","94.4694595336914","88.5656280517578","94.1695785522461","99.3121032714844","99.1485900878906","99.264778137207","98.9350891113281","99.6248779296875","90.2796173095703","","","99.1501007080078","98.9259719848633",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Uzbekistan","UZB","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Vanuatu","VUT","","","","","","","","","","","","","","89.1793823242188","81.607551574707",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Venezuela, RB","VEN","","75.0711898803711","90.6151504516602","","95.9990463256836","96.0412216186523","96.4168167114258","91.3622894287109","92.5896224975586","86.7128677368164","87.0302200317383","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Viet Nam","VNM","","","","85.7421417236328","93.7753219604492","97.4747085571289","94.4978332519531","","95.960090637207","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Virgin Islands (U.S.)","VIR","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","West Bank and Gaza","PSE","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Yemen, Rep.","YEM","","","","","","","75.4046096801758","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Zambia","ZMB","","84.3227233886719","","","","","74.4586029052734","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Zimbabwe","ZWE","","","","","","","83.408332824707","","","88.1100692749023","88.3098983764648","90.3403472900391","92.5720672607422","92.9346237182617","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Africa Eastern and Southern","AFE","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Africa Western and Central","AFW","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Arab World","ARB","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Caribbean small states","CSS","","","","","","91.2098704979863","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Central Europe and the Baltics","CEB","","","","","","","","","","","","","98.1364819862448","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Early-demographic dividend","EAR","","","","","","","","83.2917324118261","","","90.6505996481288","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","East Asia & Pacific","EAS","","","86.1667325901078","","","","","","","","","","","99.2161962264087","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","East Asia & Pacific (excluding high income)","EAP","","","84.9929481918653","","","","","","","","","","","99.2149080555031","99.7443182228243",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","East Asia & Pacific (IDA & IBRD countries)","TEA","","","84.9929481918653","","","","","","","","","","","99.2149080555031","99.7443182228243",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Euro area","EMU","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Europe & Central Asia","ECS","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Europe & Central Asia (excluding high income)","ECA","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Europe & Central Asia (IDA & IBRD countries)","TEC","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","European Union","EUU","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Fragile and conflict affected situations","FCS","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Heavily indebted poor countries (HIPC)","HPC","","","","","","63.5182532670003","68.0061002480748","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","High income","HIC","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","IBRD only","IBD","","","","","","","","","","","","","","98.523072963222","98.9619453938346",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","IDA & IBRD total","IBT","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","IDA blend","IDB","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","IDA only","IDX","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","IDA total","IDA","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Late-demographic dividend","LTE","","","84.528118769185","","","","","","","","","","","99.3353590294481","99.2879375831402",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Latin America & Caribbean","LCN","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Latin America & Caribbean (excluding high income)","LAC","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Latin America & the Caribbean (IDA & IBRD countries)","TLA","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Least developed countries: UN classification","LDC","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Low & middle income","LMY","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Low income","LIC","","","","","","60.4732360815219","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Lower middle income","LMC","","","","64.6038680297185","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Middle East & North Africa","MEA","","","","95.1370208214336","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Middle East & North Africa (excluding high income)","MNA","","","","95.1175558469873","","","","","","","96.9521352934097","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Middle East & North Africa (IDA & IBRD countries)","TMN","","","","95.1175558469873","","","","","","","96.9521352934097","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Middle income","MIC","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","North America","NAC","","","","","","","","","","","","89.7451019287109","86.2376480102539","93.4240036010742","88.3892974853516","84.4307403564453"
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Not classified","INX","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","OECD members","OED","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Other small states","OSS","","","","","","90.2854512830281","88.6621263925811","89.6159896358142","","93.6525559173636","94.8735378161652","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Pacific island small states","PSS","","","","","","86.8260200915815","","","","90.214003676462","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Post-demographic dividend","PST","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Pre-demographic dividend","PRE","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Small states","SST","","","","","","89.840944857165","","","","92.3457639812607","92.3269423371153","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","South Asia","SAS","","","","59.026103213145","","","","81.2395017403733","92.8177996789816","87.7830709325025","87.571782656849","","","98.4960117719386","99.6244201660156",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","South Asia (IDA & IBRD)","TSA","","","","59.026103213145","","","","81.2395017403733","92.8177996789816","87.7830709325025","87.571782656849","","","98.4960117719386","99.6244201660156",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sub-Saharan Africa","SSF","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sub-Saharan Africa (excluding high income)","SSA","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Sub-Saharan Africa (IDA & IBRD countries)","TSS","","","","","","","","","","","","","","","",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","Upper middle income","UMC","","","84.4629180397473","","","","","","","","","","","","98.4602091397214",""
"Persistence to grade 5, total (% of cohort)","SE.PRM.PRS5.ZS","World","WLD","","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Afghanistan","AFG","","48.50431","","","108.95861","112.326","117.03964","116.43935","112.2448","108.47538","","","110.77532","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Albania","ALB","","","","99.64106","98.08922","97.7791","101.7773","106.80678","107.6333","111.0067","109.28381","111.50482","109.09234","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Algeria","DZA","","86.80161","90.70109","96.71252","114.59823","111.78247","114.2476","113.60348","111.66726","108.11132","105.31015","101.94507","101.88002","","",""
