Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Progression to secondary school (%),"SE.SEC.PROG.ZS","Egypt, Arab Rep.","EGY","","","","93.33334","","","","","","94.39296","96.55541","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","El Salvador","SLV","65.44442","72.09559","","93.21457","95.82026","93.7283","93.1424","93.43319","92.59129","92.08977","95.17199","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Equatorial Guinea","GNQ","","","","","96.1309","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Eritrea","ERI","","","","86.32005","95.82228","97.81582","","92.27363","","","94.74082","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Estonia","EST","","","","99.85129","99.61093","99.54882","99.39714","99.32959","99.73484","99.82892","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Eswatini","SWZ","68.13008","82.64622","85.66641","83.88379","96.4987","99.01421","97.76733","99.35177","98.61942","98.051","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Ethiopia","ETH","","","","","98.34591","","","91.44209","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Faroe Islands","FRO","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Fiji","FJI","","92.34578","","98.35717","94.25422","","","","98.01615","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Finland","FIN","","","99.11662","99.83892","99.87","99.9326","99.92357","99.85416","99.98863","99.89739","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","France","FRA","","","97.84967","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","French Polynesia","PYF","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Gabon","GAB","","31.39353","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Gambia, The","GMB","","72.38829","","71.70859","92.35212","93.33704","94.41595","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Georgia","GEO","","","","98.42178","98.58002","99.95594","99.66751","99.57623","99.81863","99.5071","99.68743","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Germany","DEU","","","","99.90326","","99.3411","99.68935","99.63376","99.90526","99.50305","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Ghana","GHA","","","","85.3432","93.36263","88.37117","88.56477","98.24089","","93.13518","93.71321","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Gibraltar","GIB","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Greece","GRC","","","","","98.41422","99.03985","98.88882","99.56539","97.13093","98.93394","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Greenland","GRL","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Grenada","GRD","","","","","","","97.51025","","","87.526","97.70955","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Guam","GUM","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Guatemala","GTM","61.61498","","","94.4274","85.6142","92.45543","85.23767","84.28493","89.46872","89.67384","90.16632","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Guinea","GIN","","75.47959","67.68699","76.97767","53.68529","54.68611","68.78568","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Guinea-Bissau","GNB","","62.27171","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Guyana","GUY","","98.8865","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Haiti","HTI","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Honduras","HND","","","","","68.44843","58.85105","72.07424","","70.95757","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Hong Kong SAR, China","HKG","","89.30212","98.43076","","99.95428","99.96111","99.74758","99.79976","99.63259","99.56228","99.93234","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Hungary","HUN","","99.85332","100","99.99236","","99.32605","99.61025","99.64058","99.84498","99.50456","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Iceland","ISL","","","","99.87945","99.67424","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","India","IND","","","","90.54919","","","91.17107","90.31791","90.84067","90.34762","91.25519","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Indonesia","IDN","","","","","96.43843","91.65313","","","","91.4969","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Iran, Islamic Rep.","IRN","","","87.75238","92.31886","97.0223","","","","","95.73712","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Iraq","IRQ","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Ireland","IRL","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Isle of Man","IMN","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Israel","ISR","","","","","99.8852","99.70636","99.99091","99.73494","99.69284","99.58369","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Italy","ITA","","99.28311","98.11502","99.77574","99.81212","99.89623","99.88062","99.92509","99.92865","99.95024","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Jamaica","JAM","","","","97.97497","","90.29228","94.36547","90.66748","","94.51774","97.05363","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Japan","JPN","","","","","","","99.99912","","99.97189","99.9955","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Jordan","JOR","","94.27294","","","","","98.78959","","","99.29167","97.97957","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Kazakhstan","KAZ","","","","98.92651","99.99645","99.92183","99.75252","99.68696","99.92889","99.14873","99.67997","99.53347","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Kenya","KEN","94.18037","85.60879","","","","","","98.76501","99.21874","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Kiribati","KIR","","21.05263","34.47653","","","","","","96.34146","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Korea, Dem. People's Rep.","PRK","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Korea, Rep.","KOR","","","","99.34231","","99.79734","99.68585","99.639","99.65236","99.6427","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Kosovo","XKX","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Kuwait","KWT","","","","99.62126","99.35773","98.32508","","","99.67938","97.11416","97.79018","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Kyrgyz Republic","KGZ","","","","98.59183","98.9042","99.70495","99.72082","99.21263","99.69497","99.40581","99.76481","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Lao PDR","LAO","","","","77.86138","84.47117","86.71986","90.17604","89.09914","88.37117","87.6931","86.18363","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Latvia","LVA","","","","99.47344","99.00232","97.89605","98.34138","98.37766","98.89527","98.9753","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Lebanon","LBN","","","","96.47167","96.34614","98.32798","99.15588","89.36041","95.35669","97.59418","96.2329","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Lesotho","LSO","","","","68.50111","85.60718","84.71093","84.90076","86.5959","87.52957","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Liberia","LBR","","","","","","","","79.3803","","79.62714","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Libya","LBY","","87.2283","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Liechtenstein","LIE","","","","","","","","95.73388","96.73913","97.79227","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Lithuania","LTU","","","","99.77486","99.39431","99.30393","99.26737","99.51795","99.7004","99.21346","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Luxembourg","LUX","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Macao SAR, China","MAC","","","","92.78954","99.88275","99.50956","99.45253","99.68535","","99.76819","99.20049","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Madagascar","MDG","","","63.67223","62.60067","78.50404","72.8611","75.86272","76.03973","73.22756","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Malawi","MWI","","83.94708","91.02161","87.61909","86.39633","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Malaysia","MYS","","","","99.24596","92.97222","90.74882","89.0528","87.5275","87.18627","91.04953","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Maldives","MDV","","","","","99.15999","96.50407","","","99.54751","98.8576","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Mali","MLI","","69.89566","","77.94121","","79.87108","85.06289","77.9405","78.93006","78.305","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Malta","MLT","","95.4575","96.13354","98.46756","99.39555","98.95627","97.79729","96.78849","98.58775","98.89143","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Marshall Islands","MHL","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Mauritania","MRT","","55.65227","45.23842","","57.504","","58.19251","59.21408","","58.3211","65.559","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Mauritius","MUS","","","74.77594","80.76002","87.68455","78.11437","90.2434","85.84674","85.85682","87.53936","99.41551","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Mexico","MEX","","79.40563","80.71521","90.62801","96.85811","96.54607","96.77148","97.06493","96.22451","96.57231","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Micronesia, Fed. Sts.","FSM","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Moldova","MDA","","","","98.05275","98.42495","97.84004","98.29446","97.94245","98.22016","98.43494","98.26174","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Monaco","MCO","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Mongolia","MNG","","","","97.21262","","","","","","99.07912","99.27289","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Montenegro","MNE","","","","","","","","","96.62906","99.83714","99.83167","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Morocco","MAR","","71.24979","67.61008","87.85028","88.61595","90.36503","88.67527","87.39631","88.72606","90.23321","90.51535","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Mozambique","MOZ","","","","","57.41808","60.51934","61.48243","63.57427","73.91133","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Myanmar","MMR","","","","66.12965","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Namibia","NAM","","","","","","95.9698","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Nauru","NRU","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Nepal","NPL","","","","79.65374","","86.21871","87.51016","87.29895","87.46915","82.38135","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Netherlands","NLD","","70.04355","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","New Caledonia","NCL","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","New Zealand","NZL","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Nicaragua","NIC","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Niger","NER","","60.49542","68.40839","49.91059","64.00553","69.67891","64.82125","","58.26901","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Nigeria","NGA","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","North Macedonia","MKD","","","","98.82478","","","","99.86219","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Northern Mariana Islands","MNP","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Norway","NOR","","","","99.92314","99.71734","99.24731","99.97067","99.93242","99.95767","99.67424","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Oman","OMN","","","","99.91031","99.63512","99.6824","99.90418","99.35751","98.51826","98.28044","98.32518","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Pakistan","PAK","","","","","80.14834","77.04941","81.32559","","86.22358","","87.50431","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Palau","PLW","","","","","","","96.81275","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Panama","PAN","","","","","98.77133","","","","","99.19081","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Papua New Guinea","PNG","","","","","","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Paraguay","PRY","","","","92.8425","94.45507","","","","","","","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Peru","PER","","86.1091","","97.5475","90.85626","99.14629","94.46829","95.45288","94.94114","93.79209","95.42862","","","",""
Progression to secondary school (%),"SE.SEC.PROG.ZS","Philippines","PHL","","","","","","","","97.44923","96.58693","96.59469","","","","",""
