Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Iran, Islamic Rep.","IRN","","","3.77391004562378","4.03064012527466","3.70918011665344","3.48497009277344","2.93899989128113","2.85279011726379","2.61668992042542","2.62911009788513","3.17396998405457","3.45956993103027","3.61979007720947","3.25775003433228","3.20495009422302"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Iraq","IRQ","","2.42378997802734","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Ireland","IRL","","5.32220983505249","4.60056018829346","4.13225984573364","6.05033016204834","5.82837009429932","5.7493200302124","5.34066009521484","4.87471008300781","3.75625991821289","3.74008011817932","3.49941992759705","3.38675999641418","3.29295992851257","3.27185988426208"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Isle of Man","IMN","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Israel","ISR","","","","5.95195007324219","5.43390989303589","5.45581007003784","5.58893013000488","5.78415012359619","5.70471000671387","5.7976598739624","5.79980993270874","6.00771999359131","6.06284999847412","6.05673980712891","6.46229982376099"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Italy","ITA","3.36681008338928","","","4.29107999801636","4.33411979675293","4.11568021774292","4.05601978302002","4.14367008209229","4.06127977371216","4.07362985610962","3.81578993797302","4.04493999481201","4.25614023208618","4.09527015686035","4.44194984436035"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Jamaica","JAM","","","4.7791600227356","4.98346996307373","6.37060022354126","6.26664018630981","6.11246013641357","6.25108003616333","6.01586008071899","5.45521020889282","5.31461000442505","5.26016998291016","5.41380977630615","5.16364002227783","5.61700010299683"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Japan","JPN","","5.0687198638916","","3.46011996269226","3.59951996803284","3.60527992248535","3.41945004463196","3.40875005722046","3.41529989242554","3.31221008300781","3.14643001556396","3.13057994842529","3.07782006263733","3.15533995628357","3.30628991127014"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Jordan","JOR","3.63003993034363","","","","","","","","","","3.45282006263733","3.21305990219116","2.95461988449097","2.98846006393433",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Kazakhstan","KAZ","","","","3.25661993026733","3.46225738525391","3.49352097511292","3.90168619155884","3.43700003623962","3.42165279388428","2.7885799407959","2.97810006141663","2.75081992149353","2.61595010757446","2.8569700717926","4.44600009918213"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Kenya","KEN","","5.38787984848022","","5.1867299079895","4.81548976898193","4.70012998580933","4.93121004104614","4.83721017837524","4.7172999382019","4.74350023269653","4.89518022537231","4.96308994293213","5.10761976242065","","4.62815570831299"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Kiribati","KIR","4.79312992095947","","","11.1858701705933","","13.0445995330811","13.4276657104492","13.2189998626709","12.9530000686646","12.1140003204346","13.4829998016357","13.5749998092651","15.3769998550415","13.7686548233032",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Korea, Dem. People's Rep.","PRK","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Korea, Rep.","KOR","3.41404008865356","3.45873999595642","3.03873991966248","","4.44000005722046","4.51999998092651","4.59999990463257","4.6399998664856","4.73000001907349","4.71000003814697","4.33309984207153","4.32823991775513","4.45807981491089","4.68465995788574","4.8017201423645"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Kosovo","XKX","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Kuwait","KWT","","2.79101991653442","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Kyrgyz Republic","KGZ","","","","3.50838994979858","5.81883001327515","6.79061985015869","7.38423013687134","6.78020000457764","5.53159999847412","5.98550987243652","6.58615016937256","6.02618980407715","5.55267000198364","5.36674976348877","6.09391021728516"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Lao PDR","LAO","","","","1.50369000434875","1.70978999137878","1.70801997184753","1.82147002220154","3.23380994796753","2.93780994415283","2.73699998855591","2.7739999294281","2.49799990653992","2.33500003814697","2.12199997901917","1.91600000858307"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Latvia","LVA","","","","5.27427005767822","5.03881978988647","5.07161998748779","6.58270978927612","6.99697017669678","5.28122997283936","5.28251981735229","4.65749979019165","4.36671018600464","4.24356985092163","4.42054986953735","4.82104015350342"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Lebanon","LBN","","","","","1.61330997943878","1.65251994132996","2.14902997016907","2.43396997451782","","","2.12599992752075","2.13700008392334","2.52699995040894","2.59999990463257","1.66999995708466"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Lesotho","LSO","","","","10.0915498733521","","8.17000007629395","7.67000007629395","7.28999996185303","7.19999980926514","8.68599987030029","7.80200004577637","8.1553201675415","7.28360986709595","7.19399976730347","6.9980001449585"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Liberia","LBR","","","","","","","1.77711999416351","1.69078004360199","2.20005011558533","2.1159999370575","2.11500000953674","2.66330003738403","2.50391006469727","2.49399995803833","2.14000010490417"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Libya","LBY","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Liechtenstein","LIE","","","","","","2.55604004859924","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Lithuania","LTU","","","","","5.29786014556885","5.11343002319336","4.75802993774414","4.60233020782471","4.48657989501953","4.2271900177002","4.004310131073","3.81220006942749","3.89289999008179","3.96757006645203","4.51255989074707"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Luxembourg","LUX","2.30026006698608","4.55202007293701","","","5.01000022888184","4.98999977111816","3.87815999984741","4.67999982833862","3.85569000244141","3.76792001724243","4.34999990463257","3.48645997047424","3.66211009025574","3.73954010009766","3.83822989463806"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Macao SAR, China","MAC","","","","3.31438994407654","2.61848998069763","2.67528009414673","3.32516002655029","2.05048990249634","2.04853010177612","3.00247001647949","3.09952998161316","2.70642995834351","2.72878003120422","3.05862998962402","6.36032009124756"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Madagascar","MDG","","3.35711002349854","","2.4386899471283","2.58500003814697","2.38168001174927","2.34067010879517","1.77693998813629","2.3812301158905","2.21011996269226","2.68719005584717","2.70099997520447","2.84409999847412","3.01300001144409","3.25399994850159"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Malawi","MWI","","","2.24734997749329","3.60612988471985","2.43236994743347","2.85346007347107","2.52900004386902","3.72170996665955","3.32569003105164","3.85398006439209","3.28257989883423","2.76899003982544","3.32295989990234","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Malaysia","MYS","","5.72619009017944","","5.9716100692749","4.96645021438599","5.76293992996216","5.73902988433838","5.48120021820068","5.02899980545044","4.7039999961853","4.34600019454956","4.18499994277954","4.13199996948242","3.98000001907349","4.51999998092651"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Maldives","MDV","","","","","3.63328003883362","3.08072996139526","4.96799993515015","3.95499992370605","3.89000010490417","4.64499998092651","4.46999979019165","3.87299990653992","3.93199992179871","4.20900011062622","5.79500007629395"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Mali","MLI","","3.47065997123718","","2.97156000137329","3.34388995170593","3.75423002243042","3.47949004173279","3.28465008735657","3.64819002151489","3.80152010917664","3.09477996826172","3.78976988792419","3.55817008018494","3.55504989624023","3.95445990562439"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Malta","MLT","","","3.83141994476318","","6.25005006790161","7.69612979888916","6.34542989730835","7.57927989959717","7.00420999526978","5.02398014068604","5.10766983032227","4.55917978286743","4.92361116409302","4.93738985061646","5.6448712348938"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Marshall Islands","MHL","","","","","","","","","","","","","","9.91648006439209",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Mauritania","MRT","","","","","","2.33102011680603","2.15821003913879","2.29354000091553","2.55800008773804","2.82999992370605","1.94405996799469","","","1.7844500541687","1.77161002159119"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Mauritius","MUS","","","3.17034006118774","3.76910996437073","3.55147004127502","3.33207011222839","3.41820001602173","3.56775999069214","4.81514978408813","4.75847005844116","4.88207006454468","4.87887001037598","4.67447996139526","4.54195022583008","4.35243988037109"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Mexico","MEX","","","2.32498002052307","3.99243998527527","5.15922021865845","5.10564994812012","5.10309982299805","4.69605016708374","5.25747013092041","5.22942018508911","4.90681982040405","4.51821994781494","4.2542200088501","","4.62572002410889"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Micronesia, Fed. Sts.","FSM","","","","6.70687007904053","","","11.7189998626709","12.3439998626709","12.2279996871948","13.6470003128052","13.5129995346069","12.4160003662109","9.69699954986572","10.2259998321533","10.5389995574951"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Moldova","MDA","","","","4.48639011383057","7.5922999382019","7.13638019561768","6.98338985443115","5.90999984741211","6.33806991577148","5.80568695068359","5.67208003997803","5.71016979217529","5.53887987136841","6.22576999664307","6.6012601852417"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Monaco","MCO","","","","1.25536000728607","1.31735002994537","1.58989000320435","1.78004002571106","1.33440005779266","1.02195000648499","","1.37092995643616","1.45792996883392","","1.15890002250671",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Mongolia","MNG","","","","5.55037021636963","4.64510011672974","4.60902976989746","5.96199989318848","5.24100017547607","5.42799997329712","4.38700008392334","5.19999980926514","4.31799983978271","3.99699997901917","3.65199995040894","4.66300010681152"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Montenegro","MNE","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Morocco","MAR","","5.10485982894897","4.51048994064331","","","","5.55299997329712","","5.48299980163574","5.13299989700317","5.08500003814697","4.73600006103516","4.96000003814697","5.00299978256226","6.28499984741211"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Mozambique","MOZ","","","","","5.39099979400635","5.62200021743774","5.67216014862061","6.1153302192688","6.49399995803833","6.01100015640259","5.86503982543945","5.50555992126465","5.45218992233276","6.28599977493286","6.64300012588501"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Myanmar","MMR","","","","","","0.850319981575012","1.58642876148224","1.84381175041199","2.01199841499329","2.2456042766571","2.15808844566345","2.32633996009827","2.15748000144958","2.13986992835999",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Namibia","NAM","","","","6.901780128479","8.24330043792725","8.02099990844727","9.08399963378906","8.59500026702881","8.99400043487549","9.5310001373291","10.3149995803833","9.70899963378906","9.62199974060059","9.32299995422363","9.27799987792969"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Nauru","NRU","","","","","","","","","5.73699998855591","6.71400022506714","6.66900014877319","6.78900003433228","5.88899993896484","6.22399997711182","6.48299980163574"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Nepal","NPL","","","","2.9751501083374","3.63172006607056","3.84261989593506","3.52900004386902","3.20300006866455","3.48600006103516","3.29399991035461","3.47699999809265","3.52900004386902","3.66400003433228","3.48600006103516","4.21099996566772"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","Netherlands","NLD","6.22114992141724","5.89279985427856","5.22878980636597","4.58512020111084","5.48908996582031","5.46303987503052","5.4102201461792","5.52655982971191","5.458899974823","5.34815979003906","5.47959995269775","5.17509984970093","5.35764980316162","5.15986013412476","5.42381000518799"
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","New Caledonia","NCL","","","","","","","","","","","","","","",""
"Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","New Zealand","NZL","","4.23264980316162","","","6.59741258621216","6.55125284194946","6.53085327148438","5.88865995407104","6.07375717163086","5.70862007141113","5.50734996795654","5.28027009963989","5.19210004806519","5.17202997207642","5.6548900604248"
